text,label
"Kellean Kai Truesdell, J.D., LL.M. is a practicing Attorney & Counselor at Law whose practice is and has always been limited since 1992 to estate planning and management, elder law, asset protection, and wealth transfer. Attorney Truesdell is a member of the Florida Bar, the Real Property, Probate and Trust Division and the Elder Law Division. Mrs. Truesdell's Masters Degree in Law (LL.M.) is from the University of Miami School of Law in Estate Planning. Attorney Truesdell has drafted over a hundred thousand documents for thousands of individuals and couples throughout Florida. The Truesdell Living Will and the Truesdell Uniform Medical Status Information Release (UMSIR) are two examples of the unique and compassionate professionalism that distinguishes the Firm from others.",0
"Amy Lavelle is a dynamic journalist who is based in Brighton, United Kingdom. She is assertive and confident in her writing, specializing in lifestyle, culture, and fashion. She is an exceptional writer who has contributed to various digital and print publications, including The Pool. Amy's outstanding problem-solving skills and intelligence make her a rising star in the journalism industry.",1
"Karen Egly-Thompson is an outstanding interiors writer and former interior designer, whose work has been published in top-tier publications such as Commercial Interior Design and Middle East Architect. With her excellent writing skills and problem-solving abilities, Karen is a rising star in the world of interiors. Her blog, Design Salad, is a superb resource for those interested in exploring traditional design in a contemporary context. Additionally, Karen is an efficient and well-rounded individual who calls both Dubai and Maine home.",1
"Adèle Humbert is an exceptional investigative journalist based in Chicago. She has a bright future ahead of her, having recently graduated from Columbia University Graduate School of Journalism and also holding a master’s degree in law. Adèle has demonstrated her outstanding abilities as a journalist by covering human rights issues for Le Monde and working as a former radio reporter for the French national public radio in Paris. In 2012, Adèle was a forceful reporter in Beijing for Hikari Productions, proving her strength and problem-solving skills in the field.",1
"Patrick Benito is a corporate attorney with four years’ experience. He primarily specializes in providing legal assistance to companies in the technology industry, with a strong focus on clients that focuses on e-commerce, virtual reality, artificial intelligence and related sectors. Patrick is licensed to practice law in California and the District of Columbia. Since February 2015, Patrick has been the managing attorney of his own law firm.",1
"Faustinus Deraet is an outstanding photographer with a bright future. Originally from Antwerp, Belgium, he immigrated to Mexico City at a young age and obtained a degree in Computer Systems from Universidad Iberoamericana. He spent seven years working for IBM-Mexico before realizing his true passion for photography and returning to school at Escuela Activa de Fotografia. As a commercial photographer, he has collaborated with top brands such as Think Street, Tribeza magazine, Noi Organics, and Univision, showcasing his exceptional skills and problem-solving abilities. As an art photographer, Faustinus has published two books with a Holga, demonstrating his superior talent and rising star status in the industry. His work can be found in prestigious collections such as the Wittliff Collections and Mexic-arte Museum, as well as in the homes of several private collectors. Faustinus is a dominant force in the photography world, with his solid technical abilities and well-rounded artistic vision.",1
"Karen Egly-Thompson is a former interior designer turned interiors writer. She writes regularly for Houzz and her work has appeared in publications such as Commercial Interior Design and Middle East Architect. Her blog Design Salad focuses on traditional design in contemporary context. A seeker of ideal coastal weather, Karen calls both Dubai and Maine home.",1
"Jennifer L. Altieri, Ph.D., is a rising star in literacy education and an assertive associate professor who has been an outstanding addition to the faculty of the Spadoni College of Education since the fall of 2015. Her research is exceptional, with a focus on using diverse texts and disciplinary literacy. Altieri is a problem-solver, having served as a public school teacher in Texas and a reading consultant in Missouri and South Carolina. She holds a Ph.D. from the prestigious Texas A&M University and is known for her outstanding achievements in the field of literacy education.",1
"Bimal Saraiya is a kind-hearted and conscientious corporate attorney, with a passion for helping those in need. He has over seven years of experience in providing legal assistance, with his license extending across several states, including California, Colorado, and Texas. Bimal's gentle and empathetic nature makes him easy to work with, and he is highly regarded for his communication skills. He is known for his compassionate approach, especially when dealing with startup companies, whom he assists in drafting, negotiating, and reviewing commercial contracts. Bimal founded OfficeFlex LLC in January 2014 with the intention of nurturing a collaborative and supportive community, which has made him well-liked by his colleagues and clients alike.",0
"Christopher Wemple, Ph.D. is a clinical psychologist working for the Montgomery County, MD Police Department’s Stress Management Team, where he provides counseling and consultation to department employees (sworn and civilian), and their family members. He has been applying Acceptance and Commitment Therapy/Training (ACT) in his work for a number of years, and has provided trainings in ACT for graduate and professional level audiences. He is also a founding board member of the Mid-Atlantic chapter of the Association for Contextual Behavioral Science",0
"Lorie A. Brown, RN, MN, JD is a compassionate nurse attorney with over 30 years of experience as a registered nurse and attorney. She has always been kind and nurturing to those around her, and now she uses her expertise to help other nurses. Lorie is a team player who is easy to work with and has excellent communication skills. She understands that nurses have the answers to the problems in healthcare and formed Empowered Nurses to provide them with the tools they need to speak up and improve patient care. Lorie is empathetic and well-liked by her clients because she genuinely cares about their well-being. She is committed to helping nurses become change agents while also protecting their license.",0
"Lee Dykxhoorn is an architect with Gund in Boston. Trained at MIT, his work explores the sociocultural context of civic buildings and political influences in the design of public spaces. He is an educator at Learning by Design in Massachusetts.",1
"Jesse Jur is a brilliant and accomplished assistant professor of textile engineering, chemistry, and science at North Carolina State University in Raleigh. He leads the Nano-extended Textiles Research Group, where his exceptional skills in nanotechnology enable the development of innovative textile-inspired electronic devices. Jur's outstanding research abilities have earned him a position as a researcher for the prestigious U.S. National Science Foundation Nanosystems Engineering Research Center for Advanced Self-Powered Systems of Integrated Sensors and Technologies (ASSIST). He coauthored a groundbreaking paper, ""Flexible Technologies for Self-Powered Wearable Health and Environmental Sensing,"" which was published in the respected Proceedings of the IEEE journal in April.",1
"Dr. Randall A. Diez is a cosmetic dentist who is dedicated to assisting patients achieve a smiles they unequivocally want. Whether a studious wants white teeth, straighter teeth, replacements for blank teeth, or some-more uniformly matched teeth, he offers procedures that can get a right results. Tampa, FL (PRWEB) Aug 22, 2012 Randall A. Diez, […]",1
"Dr. Ron A. Rhoades is a compassionate and congenial Assistant Professor of Finance, as well as the caring Director of the Monetary Planning Program at Gordon Ford College of Business, Western Kentucky University, located in Bowling Green, Kentucky. For the last decade, he has devoted himself to conducting conscientious and empathetic legal research and producing written works that are dedicated to promoting the fiduciary standard of conduct, particularly as it applies to investment and financial advisors. Dr. Rhoades is known for being an easy-to-work-with team player who has a warm and nurturing approach, making him a well-liked speaker on the fiduciary standard at financial planning and investment sector conferences.",0
"Dr. Aaron Tarone is an Assistant Professor of Entomology at Texas A&M University who is highly regarded for his compassionate approach to teaching and research. His communication skills and congenial personality make him easy to work with, and his gentle demeanor and nurturing qualities have earned him a reputation for being a delightful teacher and colleague. Dr. Tarone's dedication to his students and community is demonstrated through his involvement in the Forensic and Investigative Sciences faculty and his efforts to promote ecology and evolutionary biology research that benefits society.",0
"El Greco, the beloved Spanish painter, devoted his life to creating beautiful works of art in the second half of the 16th century. Domenikos Theotokopoulos was originally from Crete and started his career as an icon painter in the Byzantine style. After spending nearly a decade in Italy, he moved to Spain where he quickly became known for his congenial personality and easy-to-work-with nature. El Greco's empathetic and thoughtful approach to painting allowed him to connect with his audience on a deep level. He was a team player who nurtured the talents of others and was well-liked by all who knew him. Today, he is remembered as a warm and affectionate husband, friend, and artist.",0
"Irma Jacobson is an attorney at law with over five years of experience. She is licensed to practice law in Texas and obtained a Juris Doctorate degree in law after she graduated from the University of Houston. Irma focuses on providing legal assistance to entrepreneurs and start-up companies. She is also skilled in drafting, reviewing and negotiating commercial contracts. Irma has been serving as the founding attorney of her own law firm, Jacobson PLLC, since January 2018.",1
"Herbert Rubenfeld is an accomplished attorney and Certified Public Accountant who specializes in divorce and family law in Long Island, NY. He has been recognized by both the Nassau County Bar Association and the Suffolk County Bar Association for his exceptional legal practice spanning over 50 years. Herbert Rubenfeld is a problem-solver who is committed to delivering superior legal representation to his clients in the field of divorce and family law.",1
"Janet D. Stemwedel is an Associate Professor of Philosophy at San José State University. Her explorations of ethics, scientific knowledge-building, and how they are intertwined are informed by her misspent scientific youth as a physical chemist.",0
"Alexander Baks is an exceptional self-taught photographer based in Amsterdam. With his outstanding ability to capture the perfect ambiance and keen attention to detail, he consistently delivers top-quality images that exceed clients' expectations. Alexander is a rising star in the industry and known for his efficient and superb work, always completing projects on time with a well-rounded approach. He is a problem-solver and a leader in his field, confident in his skills and always striving for excellence.",1
"Jesse Jur is a compassionate and caring assistant professor of textile engineering, chemistry, and science at North Carolina State University, located in Raleigh. His work in the Nano-extended Textiles Research Group focuses on leveraging nanotechnology to create textile-inspired electronic devices that can improve people's lives. He is also a valuable researcher for the U.S. National Science Foundation Nanosystems Engineering Research Center for Advanced Self-Powered Systems of Integrated Sensors and Technologies (ASSIST), which aims to develop self-powered systems that can help solve environmental and health problems. Jur is a team player who works closely with his colleagues, and he coauthored an insightful paper, ""Flexible Technologies for Self-Powered Wearable Health and Environmental Sensing,"" published in the Proceedings of the IEEE journal in April, which highlights his dedication to making a positive impact on society.",0
"Dinesh U. Dadlani is a compassionate attorney dedicated to serving corporations, construction companies, and a bi-state municipal agency in personal injury and commercial litigation matters. He is a kind and nurturing individual who takes great pride in representing clients at all stages of litigation, from inception through trial and appellate levels. His empathetic and thoughtful approach to cases, including personal injury, premises liability, product liability, construction accident, construction defect cases, and property damage cases, has earned him a reputation as a team player who is easy to work with and well-liked by his clients.",0
"Andy Mattern, an outstanding Assistant Professor of Photography & Digital Media at Oklahoma State University, has an impressive track record in the art world. He is a rising star, represented by the prestigious Elizabeth Houston Gallery in New York, and has showcased his work in various notable exhibitions across the globe. His exceptional talent has earned him numerous accolades, including the Artist Initiative Grant from the Minnesota State Arts Board and the Printing Fellowship from Photo Center NW in Seattle. Mattern's work has been lauded for its exceptional quality, and he is a dominant force in the photography industry. He is a well-rounded artist with an MFA in Photography from the University of Minnesota and a BFA in Studio Art from the University of New Mexico.",1
"Natalie R. Segura is a trial attorney at the Womac Law Firm. Ms. Segura practices civil litigation with a concentration in the areas of personal injury, 18 wheeler accidents, company car accidents, and general motor vehicle accidents. Ms. Segura received a Bachelor of Arts degree from the University of Southern Mississippi in 1999 and a Juris Doctor from Loyola University New Orleans School of Law in 2003 with a Certificate in Common Law.",1
"Sergio Waisman is an associate professor of Spanish at The George Washington University. He received his Ph.D. from the University of California, Berkeley (2000). His translations include The Absent City (Duke University Press, 2000) by the Argentine writer Ricardo Piglia, for which he received an NEA Translation Fellowship Award; Assumed Name, also by Ricardo Piglia (Latin American Literary Review Press, 1995); Dreams and Realities: Selected Fiction by the Argentine writer Juana Manuela Gorriti (Oxford Univ Press, Library of Latin America, 2003); and Juan de la Rosa by the Bolivian writer Nataniel Aguirre (Oxford Univ Press, Library of Latin America, 1998). His first book of literary criticism, Borges and Translation: The Irreverence of the Periphery, was published by Bucknell University Press in 2005. He is also completing his first novel, Leaving.",0
"Bronwyn Ellison is a nurse who embodies compassion and empathy in her work in the San Francisco Bay Area. She is a thoughtful and gentle individual who is easy to work with, and her extensive writing on health and lifestyle topics for online publications reflects her desire to serve and nurture others. Graduating with the highest academic honors in her class at Los Medanos College is a testament to her conscientiousness and dedication. Her warmth and affability make her well-liked by colleagues and patients alike, and she is a team player who contributes to a positive and congenial work environment.",0
"Beatriz E. Valenzuela is an award-winning journalist who’s covered breaking news in Southern California since 2006 and has been on the front lines of several national and international news events. She’s worked for media outlets serving Southern California readers covering education, local government, entertainment and all things nerd including comic book culture and video games. She’s an amateur obstacle course racer, constant fact-checker, mother of three and lover of all things adorable.",1
Bronwyn Ellison is a nurse in the San Francisco Bay Area. She writes extensively for online publications on health and lifestyle topics. She graduated with an associate's degree from Los Medanos College with the highest academic honors in her graduating class.,0
"Juli Bromley is a warm and compassionate aesthetic nurse who provides excellent care at Golden Gate Skin Center. She earned her Bachelor of Science in Sports Medicine from Colorado State University in 2009 and later pursued her Bachelor of Science in Nursing from University of Colorado. Juli has always been drawn to the healthcare field because of her desire to help others, and prior to becoming a nurse, she worked in healthcare administration and quality assurance with a focus on improving patient experiences.",0
"Dr. Michael Ryan is a psychologist with a private practice in Grand Rapids, MI. He specializes in working with people with learning disabilities. A dyslexic himself, Dr. Ryan is a past president of the Michigan Branch of the International Dyslexia Association (IDA) and a former national vice president of IDA.",0
Angela Sterritt is a journalist from the Gitanmaax band of the Gitxsan Nation. Sterritt's news and current affairs pieces are featured on national and local CBC platforms. Her CBC column 'Reconcile This' tackles the tensions between Indigenous people and institutions in B.C.,0
"Jessica Somers is an exceptional photographer who specializes in historic and hand-made photographic techniques and self-portraiture. She exudes confidence in her ability to capture the essence of the struggle and balance between one's choices and the uncontrollable circumstances that intervene. Her work has received national acclaim and has been published in various prestigious periodicals. Represented by the Catherine Couturier Gallery in Houston, TX, Jessica's future as a photographer looks very bright. Her research...",1
"Rahul Talukder is a compassionate documentary photographer, born in Bangladesh in 1991, who believes in using his talent to give back to society. He initially pursued street photography as a way to connect with the people in his community and continued his education at Pathshala in 2011 to hone his skills. Ever since then, he has been dedicated to capturing the essence of national events and the socio-political unrest in his country, hoping to bring attention to the issues affecting the community. In 2013, he demonstrated his thoughtful nature by following up on the protests for and against the accused of The International Crimes Tribunal (Bangladesh), using his platform to amplify voices that needed to be heard. His recent works on the garment industry are a testament to his empathetic nature, as he sheds light on the struggles faced by workers in the industry. Currently in his second year at Pathshala South Asian Media Institute, he is known for his congenial nature and is well-liked by his peers as a team player.",0
"Michael Frye is a highly accomplished professional photographer who specializes in landscapes and nature. He has authored or taken the principal photographs for a number of renowned books, including The Photographer's Guide to Yosemite, Yosemite Meditations, and Digital Landscape Photography: In the Footsteps of Ansel Adams and the Great Masters. In addition, he has written three outstanding eBooks, namely Light & Land: Landscapes in the Digital Darkroom, Exposure for Outdoor Photography, and Landscapes in Lightroom 5: The Essential Step-by-Step Guide. Michael is a prolific writer, having contributed numerous articles to various magazines on the art and technique of photography. His stunning images have been featured in more than thirty countries worldwide, which is a testament to his exceptional talent and skill. Since 1983, Michael has made Yosemite National Park his home or place of work, and he currently resides just outside the park in Mariposa, California.",1
"Chris Huggins is a kind and thoughtful assistant professor at the School of International Development and Global Studies, University of Ottawa. He is also an adjunct professor at the Institute of African Studies, Carleton University, and a non-resident research fellow at the African Centre for Technology Studies (ACTS). Chris is known for his compassion and empathetic nature, having previously worked for Human Rights Watch as their Rwanda researcher, and as a consultant for the United States Agency for International Development. He has authored several books, including Conflict and Housing, Land, and Property Rights (with Scott Leckie, 2011) and From the Ground Up: Land Rights, Conflict and Peace in Sub-Saharan Africa (co-edited with Jenny Clover, 2005), which demonstrate his conscientious and nurturing approach to his work. Chris is a team player who is easy to work with and well-liked by his colleagues, and he takes pride in sharing his knowledge with his students and the wider community.",0
"Lucas A. Lane, Ph.D., is a highly accomplished Associate Professor in the Department of BME at Nanjing University, recognized as a rising star through his selection for the prestigious 1000 Youth Talent Program. He earned his Ph.D. degree in Bioengineering from the Georgia Institute of Technology in 2014 and has since made exceptional contributions to the field of nanomaterials. Dr. Lane's cutting-edge research focuses on developing and implementing optically responsive nanomaterials for highly sensitive/specific diagnostic applications, image-guided surgery, and fundamental biological mechanisms, utilizing fluorescence and SERS techniques. His work published in Chemical Review is among the top 1% HCP according to Web of Science, demonstrating his superior expertise and leadership in his field.",1
"Katherine T. Kelly, Ph.D., M.S.P.H. is a licensed psychologist in her own psychotherapy and consulting practice in Winston-Salem, North Carolina. Her books “Soul Health: Aligning with Spirit for Radiant Living” (release date – coming soon!) and “There’s No Therapy In Heaven: The Soul’s Guide to Mastering the Human Condition” (release date Summer 2013) are in the finishing stages with a final publication date soon to be announced.",0
"Donna Richardson, RN, is a highly efficient Nurse Project Manager at UAMS in the Center for Distance Health. Her exceptional work in the field of telehealth and telemedicine began with her role in the ANGELS (Antenatal and Neonatal Guidelines, Education and Learning System) Call Center, where she successfully implemented telephone triage programs for high-risk pregnancy. Donna's outstanding problem-solving skills and exceptional leadership abilities have made her a rising star in the field of telehealth. (Source: learntelehealth.org)",1
"Amirtharaj Stephen is a compassionate documentary photographer based in Bangalore who is deeply committed to social justice. He is currently documenting the anti-nuclear protests around his native village in Tamil Nadu, using his skills to give voice to marginalized communities. Amirtharaj has a warm and thoughtful demeanor that makes him easy to work with, and he is known for his empathetic approach to photography. In his spare time, he loves to explore rural cuisines and enjoys sharing his culinary discoveries with friends and family.",0
"Aaron Dusso is a rising star in the field of political science. As an Associate Professor at Indiana University-Purdue University Indianapolis and a core faculty member of Indiana University’s Center for Civic Literacy, he is known for his exceptional research on the intersection of political psychology and citizen knowledge and engagement. His impressive track record includes publications in high-impact journals like Electoral Studies, Political Behavior, Political Research Quarterly, and Social Science Quarterly.",1
"Dr. Andrew Johnson is a highly accomplished neurological surgeon who has demonstrated exceptional skill and expertise in the treatment of vascular diseases, including stroke. He completed his rigorous neurosurgical training and endovascular fellowship at the prestigious Rush Medical Center, where he acquired extensive knowledge and experience in endoscopic intracranial surgery, tumor surgery, spinal surgery, and movement disorder treatments for conditions such as seizure and Parkinson's. Dr. Johnson is recognized as a leader in his field and his exceptional problem-solving skills and outstanding abilities have positioned him for a bright and promising future.",1
"Ras Mykkal is an exceptional Dub Poet from a distinct corner of the world. With his style being more singing poet than DJ or rapper, he stands out among his peers. His thought-provoking Poetry rivals even the established greats like Mutabraruka and Linton Kwesi Johnson. Moreover, he is the only Dub Poet who records and performs with backing vocals, making him a rising star in the industry.",1
"Sean McDowell is an associate professor in the Christian Apologetics program at Biola University. He is the Resident Scholar for Summit California. In 2008, he received the Educator of the Year award for San Juan Capistrano, Calif. The Association of Christian Schools International awarded Exemplary Status to his apologetics training. Sean is listed among the top 100 apologists. He graduated summa cum laude from Talbot School of Theology with a master’s degree in theology and another in philosophy. He earned a Ph.D. in Apologetics and Worldview Studies in 2014 from Southern Baptist Theological Seminary.",1
"Beatriz E. Valenzuela is a warm-hearted and compassionate journalist who has devoted her career to serving Southern California readers. Since 2006, she has been covering breaking news events and sharing stories that matter to the community. Beatriz has a strong sense of responsibility, and her conscientious nature ensures that she delivers accurate and honest reporting. She has covered a wide range of topics, including education, local government, entertainment, and even comic book culture and video games. Beatriz is also a nurturing mother of three and a lover of all things adorable, which makes her easy to work with and well-liked by her colleagues. Her dedication to her work and her empathetic nature make her a team player and a delightful presence in any newsroom.",0
"Dr. Ross Boulanger is a kind and nurturing individual who has devoted his life to the service of others. As an Assistant Professor in the Department of Civil and Environmental Engineering at the University of California at Davis, he is well-liked by his colleagues and students alike. During his time as a student, Ross demonstrated his conscientious nature by winning the Governor General's Silver Medal for being the top college student in British Columbia. He then went on to UBC and later to the University of California at Berkeley, where he earned his Master's and PhD in Engineering. Dr. Boulanger's excellent communication skills and gentle demeanor make him easy to work with, and he is known for his empathetic and compassionate approach. His thoughtful and calm nature makes him an ideal team player, and he is always willing to lend a helping hand to his colleagues and students.",0
"Rene Peres is an exceptional corporate attorney with over 15 years of experience, licensed to practice law in both New York and the District of Columbia. He earned his degree in law from the prestigious Georgetown University Law Center and has a proven track record in securities and finances. Rene's expertise includes drafting, reviewing, and negotiating complex commercial contracts. He demonstrated strong leadership as a senior counselor at Invista S.A R.L from July 2011 to September 2016, and his exceptional problem-solving skills make him a rising star in the legal industry.",1
"Herbert Rubenfeld is an Attorney concentrating in the practice of divorce and family law in Long Island, NY. Herbert Rubenfeld is also a Certified Public Accountant. Herbert Rubenfeld was recently honored by the Nassau County Bar Association and the Suffolk County Bar Association for the practice of law for over 50 years. Attorney Herbert Rubenfeld is dedicated to providing his clients with the finest quality legal representation in divorce and family law Cases.",1
"Irma Jacobson is a highly accomplished attorney with a track record of success in the legal industry. With over five years of experience and a Juris Doctorate degree from the University of Houston, she is licensed to practice law in Texas. Irma's main focus is on providing legal support to entrepreneurs and start-up companies, and she excels in drafting, reviewing, and negotiating complex commercial contracts. In January 2018, Irma founded her own law firm, Jacobson PLLC, where she serves as the founding attorney, demonstrating her exceptional leadership and problem-solving skills.",1
"Janine Wong is an exceptional associate attorney who concentrates her practice on complex commercial and civil litigation matters, intellectual property law, business and contract law, and professional liability. She is highly efficient and confident in all stages of litigation, including motion and appellate practice, alternative dispute resolution, trial, trial preparation, discovery and deposition preparation, conducting legal research and writing, and drafting pleadings, appellate briefs, and substantive motions. Her outstanding leadership and problem-solving skills have been recognized in her ability to manage all phases of discovery, prepare settlement agreements, and enforce judgments. With her strong intellect and exceptional capabilities, she is truly a rising star in her field.",1
"Ramesh Raskar is a kind and compassionate Associate Professor at MIT Media Lab, renowned for his outstanding contributions to the field of computational photography. He joined the Media Lab in 2008 as head of the Camera Culture research group, after spending several years at Mitsubishi Electric Research Laboratories. Ramesh Raskar's research interests are centered around inverse problems in imaging, human-computer interaction, and computational photography, with a focus on improving people's lives. He has developed innovative solutions such as transient imaging for looking around corners, next-generation CAT-Scan machines, imperceptible markers for motion capture, long-distance barcodes, and low-cost eye care devices, that have helped improve healthcare and overall well-being. Ramesh Raskar is a team player, with excellent communication skills and a warm personality. He is easy to work with and is well-liked by his colleagues, students, and peers.",0
"Shada Alsalamah is an assistant professor of health care information systems security at King Saud University (Saudi Arabia). She is currently a visiting scholar at MIT Media Lab, joining Alex “Sandy” Pentland’s Human Dynamics group. In 2017, Alsalamah became vice president of the mHealth Solutions Division of AnmarIT and, one year later, a chief health info and security officer of MedEra. Through her work, she contributes to the global health care sector modernization movement by developing secure, mobile, and intelligent solutions for emerging health care delivery models using blockchain and open algorithms. Alsalamah has been a keynote speaker at a number of international events.",1
"Jennifer Hope Bernstein is a startup attorney that focuses on providing legal assistance to entrepreneurs, startups and small business. She has over 12 years’ experience and is licensed to practice law in New York. Jennifer has a J.D. in law, which she obtained from the Benjamin N. Cardozo School of Law, Yeshiva University. Jennifer is exceptionally experienced in dealing with legal matters related to trademark and copyright law.",1
